epoch,loss
-1,
0,1.494086019396782
2,0.0658790727332234
4,0.0593629552796483
6,0.052432466968894
8,0.0442561642453074
10,0.0360382426530122
12,0.0288732824847102
14,0.0246156510151922
16,0.0219015903025865
18,0.0198351964261382
20,0.0179674076009541
